radius	n_rotors	spacing	profile	elevation	wind_speed	anchor_tension	total_lift	profile_min	profile_max	tip_speed	tip_reynolds
2.0	2	15.0	graded	45.0	6.0	568.1981350152538	633.4410817791761	0.0	568.1981350152538	13.594616805549748	116652.48598600461
2.0	2	15.0	graded	45.0	8.0	1062.109331954613	1126.1174787185355	0.0	1062.109331954613	18.126155740732997	155536.64798133948
2.0	2	15.0	graded	45.0	10.0	1697.1380137337892	1759.5585604977114	0.0	1697.1380137337892	22.65769467591625	194420.80997667433
2.0	2	15.0	graded	45.0	12.0	2473.2841803527817	2533.7643271167044	0.0	2473.2841803527817	27.189233611099496	233304.97197200923
2.0	2	15.0	graded	55.0	6.0	572.9466251738129	625.2312924638397	0.0	572.9466251738129	12.287280664334876	97883.05796676931
2.0	2	15.0	graded	55.0	8.0	1060.0501039504877	1111.522297713493	0.0	1060.0501039504877	16.383040885779835	130510.7439556924
2.0	2	15.0	graded	55.0	10.0	1686.3260052347832	1736.7535901773322	0.0	1686.3260052347832	20.478801107224793	163138.42994461546
2.0	2	15.0	graded	55.0	12.0	2451.774329026701	2500.925169855359	0.0	2451.774329026701	24.574561328669752	195766.11593353862
2.0	3	15.0	uniform	45.0	6.0	868.4514186733543	966.3158388192378	0.0	868.4514186733543	12.287280664334876	124739.65867798528
2.0	3	15.0	uniform	45.0	8.0	1621.8826044216507	1717.894824567534	0.0	1621.8826044216507	16.383040885779835	166319.54490398036
2.0	3	15.0	uniform	45.0	10.0	2590.5798432408883	2684.2106633867716	0.0	2590.5798432408883	20.478801107224793	207899.43112997548
2.0	3	15.0	uniform	45.0	12.0	3774.543135131067	3865.263355276951	0.0	3774.543135131067	24.574561328669752	249479.31735597056
2.0	3	15.0	uniform	55.0	6.0	891.4016568460668	969.8286577811069	0.0	891.4016568460668	10.606601717798213	107677.51743897358
2.0	3	15.0	uniform	55.0	8.0	1646.9315454107932	1724.1398360553012	0.0	1646.9315454107932	14.142135623730951	143570.02325196477
