radius	n_rotors	spacing	profile	elevation	wind_speed	anchor_tension	autorotation_rpm	tip_speed_bem	PC1	PC2	PC3
2.0	1	15.0	bottom_lifty	55.0	8.0	92.5955880852773	123.93419230123156	25.956716537475582	0.2341560708838652	0.06325226579904283	-1.3672463802664745
2.0	1	15.0	bottom_lifty	55.0	10.0	145.755639410314	146.92890751321215	30.77271842956543	0.7131781751836391	1.000871107535195	-1.2427143159612282
2.0	1	15.0	bottom_lifty	55.0	12.0	211.005633645862	170.1180008020524	35.62943077087402	1.1965729906671771	1.9398893547104517	-1.1177470422616307
2.0	1	15.0	graded	45.0	8.0	92.57913621711624	123.9241564766111	25.954614639282227	0.2378996331988865	0.06848442563275883	-1.1470139338251524
2.0	1	15.0	graded	45.0	10.0	145.73237088135008	146.91781528600004	30.77039527893066	0.7168979727639654	1.0060956619045678	-1.0224842347883534
2.0	1	15.0	graded	45.0	12.0	210.9376610685794	170.0915907372617	35.62389945983887	1.1999481995944357	1.9450036298468518	-0.8975512574812456
2.0	1	15.0	graded	55.0	8.0	92.5955880852773	123.93419230123156	25.956716537475582	0.23628427060018073	0.06467674562316778	-1.3667040095800318
2.0	1	15.0	graded	55.0	10.0	145.755639410314	146.92890751321215	30.77271842956543	0.7153063748999546	1.00229558735932	-1.2421719452747855
2.0	1	15.0	graded	55.0	12.0	211.005633645862	170.1180008020524	35.62943077087402	1.1987011903834928	1.9413138345345766	-1.117204671575188
2.0	2	15.0	uniform	45.0	6.0	45.40105425186299	101.39267380105969	21.235631942749023	-0.2281610938996406	-1.0288328189467897	-0.3947429012599303
2.0	2	15.0	uniform	45.0	8.0	185.2049224953646	123.95267934658509	25.960588455200195	0.24108182207339965	-0.09434362578776519	-0.271184144920854
2.0	2	15.0	uniform	45.0	10.0	291.30702065306207	146.91781528600004	30.77039527893066	0.7194385138017303	0.8430622629467839	-0.14671830813213918
2.0	2	15.0	uniform	45.0	12.0	422.26997959270807	170.24424091175203	35.65587043762207	1.205922744795537	1.7830692204866254	-0.021443549534359254
2.0	2	15.0	uniform	55.0	6.0	43.07305144083762	101.087373452079	21.171689987182617	-0.23687022980461575	-1.0349107300627538	-0.6151390096464057
2.0	2	15.0	uniform	55.0	8.0	185.2239604613198	123.95426395047252	25.960920333862305	0.23927634159713915	-0.09821214951209992	-0.49089314282331376
2.0	2	15.0	uniform	55.0	10.0	291.253354100544	146.88084119529304	30.762651443481445	0.7167656205091257	0.8389161397739313	-0.36651363833293465
2.0	2	15.0	uniform	55.0	12.0	421.7562805221687	170.10743677613613	35.62721824645996	1.2010040840743141	1.7782043809333632	-0.24146239760344904
2.0	2	15.0	top_draggy	45.0	6.0	85.5934624547437	103.17957878479952	21.60988044738769	-0.1803088651685569	-1.011000868821561	-0.38887549239836
2.0	2	15.0	top_draggy	45.0	8.0	179.49124669817712	127.54391995682664	26.712736129760746	0.32952421766246914	-0.06352154256476215	-0.2612768575508541
2.0	2	15.0	top_draggy	45.0	10.0	281.1473480222373	151.23216347021142	31.673990249633796	0.8241478702890974	0.8790902865125426	-0.1351919945097855
2.0	2	15.0	top_draggy	45.0	12.0	419.5011903485881	178.37906906858836	37.3596248626709	1.396577264305095	1.8466024058486956	-0.0013632425714109795
2.0	2	15.0	top_draggy	55.0	6.0	38.92896515130729	98.58211470603167	20.64698982238769	-0.2855741181367606	-1.047979781562968	-0.6188816864872649
2.0	2	15.0	top_draggy	55.0	8.0	179.5009250423592	127.54391995682664	26.712736129760746	0.3276830900841672	-0.06740147448561128	-0.48098940335598517
2.0	2	15.0	top_draggy	55.0	10.0	281.12985831292576	151.23110706761975	31.673768997192383	0.8222829779761001	0.8752027491273502	-0.3549069055833642
2.0	2	15.0	top_draggy	55.0	12.0	419.5740284703376	178.37906906858836	37.3596248626709	1.3947361367267932	1.8427224739278467	-0.221075788376542
2.0	2	15.0	bottom_lifty	45.0	6.0	47.63177963768764	103.61692945773378	21.701478958129883	-0.17227084759971067	-1.009051800758568	-0.3883512983598858
2.0	2	15.0	bottom_lifty	45.0	8.0	98.40874380788728	127.54391995682664	26.712736129760746	0.32772363506784563	-0.06472113673975446	-0.2617318846496691
2.0	2	15.0	bottom_lifty	45.0	10.0	281.21474860563626	151.23850188576117	31.675317764282223	0.8224898761026394	0.8779363251236079	-0.13563282999791518
2.0	2	15.0	bottom_lifty	45.0	12.0	419.9560993368647	178.43136099687396	37.37057685852051	1.3959530360778427	1.8457792821586796	-0.0017011888820718532
2.0	2	15.0	bottom_lifty	55.0	6.0	47.63178238237008	103.61692945773378	21.701478958129883	-0.17411197517801263	-1.012931732679417	-0.6080638441650168
2.0	2	15.0	bottom_lifty	55.0	8.0	162.13677154121092	127.54391995682664	26.712736129760746	0.32588250748954367	-0.06860106866060359	-0.4814444304548002
2.0	2	15.0	bottom_lifty	55.0	10.0	281.30478029999665	151.22846606114072	31.67321586608887	0.8204229835447416	0.8739841412915008	-0.35536784585329795
2.0	2	15.0	bottom_lifty	55.0	12.0	419.7293371582649	178.3737870556302	37.35851860046387	1.3928167304586978	1.8414848524311396	-0.22154264181759478
2.0	2	15.0	graded	45.0	6.0	47.47503214395497	103.42466418605736	21.661211013793945	-0.1744678295977707	-1.0090115154448618	-0.38823940653089867
2.0	2	15.0	graded	45.0	8.0	185.9008454756018	127.54391995682664	26.712736129760746	0.32985183478416114	-0.06329665691562952	-0.2611895139632263
2.0	2	15.0	graded	45.0	10.0	290.55164588511315	151.26227094407284	31.68029594421387	0.8251527823495788	0.8795319278954495	-0.13503724077140228
2.0	2	15.0	graded	45.0	12.0	433.3557130894186	178.45196084741073	37.37489128112793	1.3985446481206987	1.8473520685374922	-0.001112695460901654
